MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
23/02/2025 11:00:00 - 23/02/2025 12:00:00,BZN|DK2,Without sequence,60.46,,
23/02/2025 12:00:00 - 23/02/2025 13:00:00,BZN|DK2,Without sequence,51.27,,
23/02/2025 13:00:00 - 23/02/2025 14:00:00,BZN|DK2,Without sequence,50.81,,
23/02/2025 14:00:00 - 23/02/2025 15:00:00,BZN|DK2,Without sequence,50.88,,
23/02/2025 15:00:00 - 23/02/2025 16:00:00,BZN|DK2,Without sequence,60.4,,
23/02/2025 16:00:00 - 23/02/2025 17:00:00,BZN|DK2,Without sequence,84.7,,
23/02/2025 17:00:00 - 23/02/2025 18:00:00,BZN|DK2,Without sequence,150.12,,
23/02/2025 18:00:00 - 23/02/2025 19:00:00,BZN|DK2,Without sequence,154.69,,
23/02/2025 19:00:00 - 23/02/2025 20:00:00,BZN|DK2,Without sequence,117.03,,
23/02/2025 20:00:00 - 23/02/2025 21:00:00,BZN|DK2,Without sequence,96.04,,
23/02/2025 21:00:00 - 23/02/2025 22:00:00,BZN|DK2,Without sequence,77.33,,
23/02/2025 22:00:00 - 23/02/2025 23:00:00,BZN|DK2,Without sequence,67.11,,
23/02/2025 23:00:00 - 24/02/2025 00:00:00,BZN|DK2,Without sequence,47.81,,
24/02/2025 00:00:00 - 24/02/2025 01:00:00,BZN|DK2,Without sequence,67.1,,
24/02/2025 01:00:00 - 24/02/2025 02:00:00,BZN|DK2,Without sequence,19.31,,
24/02/2025 02:00:00 - 24/02/2025 03:00:00,BZN|DK2,Without sequence,9.02,,
24/02/2025 03:00:00 - 24/02/2025 04:00:00,BZN|DK2,Without sequence,4.09,,
24/02/2025 04:00:00 - 24/02/2025 05:00:00,BZN|DK2,Without sequence,3.93,,
24/02/2025 05:00:00 - 24/02/2025 06:00:00,BZN|DK2,Without sequence,3.96,,
24/02/2025 06:00:00 - 24/02/2025 07:00:00,BZN|DK2,Without sequence,33.01,,
24/02/2025 07:00:00 - 24/02/2025 08:00:00,BZN|DK2,Without sequence,48.89,,
24/02/2025 08:00:00 - 24/02/2025 09:00:00,BZN|DK2,Without sequence,52.93,,
24/02/2025 09:00:00 - 24/02/2025 10:00:00,BZN|DK2,Without sequence,51.36,,
24/02/2025 10:00:00 - 24/02/2025 11:00:00,BZN|DK2,Without sequence,50.46,,
24/02/2025 11:00:00 - 24/02/2025 12:00:00,BZN|DK2,Without sequence,44.96,,
24/02/2025 12:00:00 - 24/02/2025 13:00:00,BZN|DK2,Without sequence,41.88,,
24/02/2025 13:00:00 - 24/02/2025 14:00:00,BZN|DK2,Without sequence,39.99,,
24/02/2025 14:00:00 - 24/02/2025 15:00:00,BZN|DK2,Without sequence,40.02,,
24/02/2025 15:00:00 - 24/02/2025 16:00:00,BZN|DK2,Without sequence,42.63,,
24/02/2025 16:00:00 - 24/02/2025 17:00:00,BZN|DK2,Without sequence,50,,
24/02/2025 17:00:00 - 24/02/2025 18:00:00,BZN|DK2,Without sequence,62.67,,
24/02/2025 18:00:00 - 24/02/2025 19:00:00,BZN|DK2,Without sequence,77.75,,
24/02/2025 19:00:00 - 24/02/2025 20:00:00,BZN|DK2,Without sequence,87.22,,
24/02/2025 20:00:00 - 24/02/2025 21:00:00,BZN|DK2,Without sequence,77.2,,
24/02/2025 21:00:00 - 24/02/2025 22:00:00,BZN|DK2,Without sequence,67.11,,
24/02/2025 22:00:00 - 24/02/2025 23:00:00,BZN|DK2,Without sequence,60.92,,
24/02/2025 23:00:00 - 25/02/2025 00:00:00,BZN|DK2,Without sequence,78.8,,
25/02/2025 00:00:00 - 25/02/2025 01:00:00,BZN|DK2,Without sequence,86.47,,
25/02/2025 01:00:00 - 25/02/2025 02:00:00,BZN|DK2,Without sequence,89.91,,
25/02/2025 02:00:00 - 25/02/2025 03:00:00,BZN|DK2,Without sequence,92.42,,
25/02/2025 03:00:00 - 25/02/2025 04:00:00,BZN|DK2,Without sequence,92.44,,
25/02/2025 04:00:00 - 25/02/2025 05:00:00,BZN|DK2,Without sequence,94.32,,
25/02/2025 05:00:00 - 25/02/2025 06:00:00,BZN|DK2,Without sequence,102.02,,
25/02/2025 06:00:00 - 25/02/2025 07:00:00,BZN|DK2,Without sequence,141.48,,
25/02/2025 07:00:00 - 25/02/2025 08:00:00,BZN|DK2,Without sequence,167.17,,
25/02/2025 08:00:00 - 25/02/2025 09:00:00,BZN|DK2,Without sequence,173.34,,
25/02/2025 09:00:00 - 25/02/2025 10:00:00,BZN|DK2,Without sequence,153.73,,
25/02/2025 10:00:00 - 25/02/2025 11:00:00,BZN|DK2,Without sequence,140.37,,
25/02/2025 11:00:00 - 25/02/2025 12:00:00,BZN|DK2,Without sequence,126.75,,
25/02/2025 12:00:00 - 25/02/2025 13:00:00,BZN|DK2,Without sequence,124.64,,
25/02/2025 13:00:00 - 25/02/2025 14:00:00,BZN|DK2,Without sequence,125.81,,
25/02/2025 14:00:00 - 25/02/2025 15:00:00,BZN|DK2,Without sequence,134.39,,
25/02/2025 15:00:00 - 25/02/2025 16:00:00,BZN|DK2,Without sequence,148.35,,
25/02/2025 16:00:00 - 25/02/2025 17:00:00,BZN|DK2,Without sequence,170.68,,
25/02/2025 17:00:00 - 25/02/2025 18:00:00,BZN|DK2,Without sequence,207.98,,
25/02/2025 18:00:00 - 25/02/2025 19:00:00,BZN|DK2,Without sequence,233.05,,
25/02/2025 19:00:00 - 25/02/2025 20:00:00,BZN|DK2,Without sequence,188.1,,
25/02/2025 20:00:00 - 25/02/2025 21:00:00,BZN|DK2,Without sequence,156.96,,
25/02/2025 21:00:00 - 25/02/2025 22:00:00,BZN|DK2,Without sequence,142.47,,
25/02/2025 22:00:00 - 25/02/2025 23:00:00,BZN|DK2,Without sequence,129.46,,
25/02/2025 23:00:00 - 26/02/2025 00:00:00,BZN|DK2,Without sequence,115.13,,
26/02/2025 00:00:00 - 26/02/2025 01:00:00,BZN|DK2,Without sequence,122.99,,
26/02/2025 01:00:00 - 26/02/2025 02:00:00,BZN|DK2,Without sequence,119.82,,
26/02/2025 02:00:00 - 26/02/2025 03:00:00,BZN|DK2,Without sequence,116.94,,
26/02/2025 03:00:00 - 26/02/2025 04:00:00,BZN|DK2,Without sequence,115.98,,
26/02/2025 04:00:00 - 26/02/2025 05:00:00,BZN|DK2,Without sequence,116.56,,
26/02/2025 05:00:00 - 26/02/2025 06:00:00,BZN|DK2,Without sequence,117.27,,
26/02/2025 06:00:00 - 26/02/2025 07:00:00,BZN|DK2,Without sequence,132.65,,
26/02/2025 07:00:00 - 26/02/2025 08:00:00,BZN|DK2,Without sequence,159.93,,
26/02/2025 08:00:00 - 26/02/2025 09:00:00,BZN|DK2,Without sequence,175.2,,
26/02/2025 09:00:00 - 26/02/2025 10:00:00,BZN|DK2,Without sequence,160.23,,
26/02/2025 10:00:00 - 26/02/2025 11:00:00,BZN|DK2,Without sequence,141.37,,
26/02/2025 11:00:00 - 26/02/2025 12:00:00,BZN|DK2,Without sequence,129.95,,
26/02/2025 12:00:00 - 26/02/2025 13:00:00,BZN|DK2,Without sequence,120.53,,
26/02/2025 13:00:00 - 26/02/2025 14:00:00,BZN|DK2,Without sequence,119.89,,
26/02/2025 14:00:00 - 26/02/2025 15:00:00,BZN|DK2,Without sequence,125.12,,
26/02/2025 15:00:00 - 26/02/2025 16:00:00,BZN|DK2,Without sequence,132.91,,
26/02/2025 16:00:00 - 26/02/2025 17:00:00,BZN|DK2,Without sequence,149.75,,
26/02/2025 17:00:00 - 26/02/2025 18:00:00,BZN|DK2,Without sequence,165.02,,
26/02/2025 18:00:00 - 26/02/2025 19:00:00,BZN|DK2,Without sequence,172.57,,
26/02/2025 19:00:00 - 26/02/2025 20:00:00,BZN|DK2,Without sequence,162.83,,
26/02/2025 20:00:00 - 26/02/2025 21:00:00,BZN|DK2,Without sequence,147.39,,
26/02/2025 21:00:00 - 26/02/2025 22:00:00,BZN|DK2,Without sequence,118.45,,
26/02/2025 22:00:00 - 26/02/2025 23:00:00,BZN|DK2,Without sequence,120.95,,
26/02/2025 23:00:00 - 27/02/2025 00:00:00,BZN|DK2,Without sequence,112.46,,
27/02/2025 00:00:00 - 27/02/2025 01:00:00,BZN|DK2,Without sequence,101.48,,
27/02/2025 01:00:00 - 27/02/2025 02:00:00,BZN|DK2,Without sequence,103.81,,
27/02/2025 02:00:00 - 27/02/2025 03:00:00,BZN|DK2,Without sequence,101.24,,
27/02/2025 03:00:00 - 27/02/2025 04:00:00,BZN|DK2,Without sequence,99.6,,
27/02/2025 04:00:00 - 27/02/2025 05:00:00,BZN|DK2,Without sequence,100.43,,
27/02/2025 05:00:00 - 27/02/2025 06:00:00,BZN|DK2,Without sequence,105.87,,
27/02/2025 06:00:00 - 27/02/2025 07:00:00,BZN|DK2,Without sequence,115.15,,
27/02/2025 07:00:00 - 27/02/2025 08:00:00,BZN|DK2,Without sequence,152.33,,
27/02/2025 08:00:00 - 27/02/2025 09:00:00,BZN|DK2,Without sequence,159.06,,
27/02/2025 09:00:00 - 27/02/2025 10:00:00,BZN|DK2,Without sequence,142.59,,
27/02/2025 10:00:00 - 27/02/2025 11:00:00,BZN|DK2,Without sequence,129.95,,
27/02/2025 11:00:00 - 27/02/2025 12:00:00,BZN|DK2,Without sequence,110.01,,
27/02/2025 12:00:00 - 27/02/2025 13:00:00,BZN|DK2,Without sequence,101.12,,
27/02/2025 13:00:00 - 27/02/2025 14:00:00,BZN|DK2,Without sequence,109.26,,
27/02/2025 14:00:00 - 27/02/2025 15:00:00,BZN|DK2,Without sequence,110.01,,
27/02/2025 15:00:00 - 27/02/2025 16:00:00,BZN|DK2,Without sequence,123.01,,
27/02/2025 16:00:00 - 27/02/2025 17:00:00,BZN|DK2,Without sequence,142.63,,
27/02/2025 17:00:00 - 27/02/2025 18:00:00,BZN|DK2,Without sequence,158.71,,
27/02/2025 18:00:00 - 27/02/2025 19:00:00,BZN|DK2,Without sequence,174.72,,
27/02/2025 19:00:00 - 27/02/2025 20:00:00,BZN|DK2,Without sequence,163.18,,
27/02/2025 20:00:00 - 27/02/2025 21:00:00,BZN|DK2,Without sequence,144.62,,
27/02/2025 21:00:00 - 27/02/2025 22:00:00,BZN|DK2,Without sequence,136.54,,
27/02/2025 22:00:00 - 27/02/2025 23:00:00,BZN|DK2,Without sequence,124.69,,
27/02/2025 23:00:00 - 28/02/2025 00:00:00,BZN|DK2,Without sequence,114.89,,
28/02/2025 00:00:00 - 28/02/2025 01:00:00,BZN|DK2,Without sequence,115.47,,
28/02/2025 01:00:00 - 28/02/2025 02:00:00,BZN|DK2,Without sequence,110.54,,
28/02/2025 02:00:00 - 28/02/2025 03:00:00,BZN|DK2,Without sequence,109.38,,
28/02/2025 03:00:00 - 28/02/2025 04:00:00,BZN|DK2,Without sequence,106.93,,
28/02/2025 04:00:00 - 28/02/2025 05:00:00,BZN|DK2,Without sequence,112.03,,
28/02/2025 05:00:00 - 28/02/2025 06:00:00,BZN|DK2,Without sequence,112.63,,
28/02/2025 06:00:00 - 28/02/2025 07:00:00,BZN|DK2,Without sequence,135.99,,
28/02/2025 07:00:00 - 28/02/2025 08:00:00,BZN|DK2,Without sequence,150.02,,
28/02/2025 08:00:00 - 28/02/2025 09:00:00,BZN|DK2,Without sequence,161.83,,
28/02/2025 09:00:00 - 28/02/2025 10:00:00,BZN|DK2,Without sequence,145.52,,
28/02/2025 10:00:00 - 28/02/2025 11:00:00,BZN|DK2,Without sequence,127.71,,
28/02/2025 11:00:00 - 28/02/2025 12:00:00,BZN|DK2,Without sequence,115.97,,
28/02/2025 12:00:00 - 28/02/2025 13:00:00,BZN|DK2,Without sequence,109.54,,
28/02/2025 13:00:00 - 28/02/2025 14:00:00,BZN|DK2,Without sequence,108.59,,
28/02/2025 14:00:00 - 28/02/2025 15:00:00,BZN|DK2,Without sequence,111.59,,
28/02/2025 15:00:00 - 28/02/2025 16:00:00,BZN|DK2,Without sequence,125.58,,
28/02/2025 16:00:00 - 28/02/2025 17:00:00,BZN|DK2,Without sequence,135.05,,
28/02/2025 17:00:00 - 28/02/2025 18:00:00,BZN|DK2,Without sequence,152.87,,
28/02/2025 18:00:00 - 28/02/2025 19:00:00,BZN|DK2,Without sequence,161.25,,
28/02/2025 19:00:00 - 28/02/2025 20:00:00,BZN|DK2,Without sequence,158.86,,
28/02/2025 20:00:00 - 28/02/2025 21:00:00,BZN|DK2,Without sequence,143.96,,
28/02/2025 21:00:00 - 28/02/2025 22:00:00,BZN|DK2,Without sequence,132.94,,
28/02/2025 22:00:00 - 28/02/2025 23:00:00,BZN|DK2,Without sequence,127.43,,
28/02/2025 23:00:00 - 01/03/2025 00:00:00,BZN|DK2,Without sequence,119.03,,
01/03/2025 00:00:00 - 01/03/2025 01:00:00,BZN|DK2,Without sequence,128.2,,
01/03/2025 01:00:00 - 01/03/2025 02:00:00,BZN|DK2,Without sequence,120.38,,
01/03/2025 02:00:00 - 01/03/2025 03:00:00,BZN|DK2,Without sequence,117.09,,
01/03/2025 03:00:00 - 01/03/2025 04:00:00,BZN|DK2,Without sequence,112.15,,
01/03/2025 04:00:00 - 01/03/2025 05:00:00,BZN|DK2,Without sequence,109.75,,
01/03/2025 05:00:00 - 01/03/2025 06:00:00,BZN|DK2,Without sequence,111.89,,
01/03/2025 06:00:00 - 01/03/2025 07:00:00,BZN|DK2,Without sequence,117.11,,
01/03/2025 07:00:00 - 01/03/2025 08:00:00,BZN|DK2,Without sequence,135.81,,
01/03/2025 08:00:00 - 01/03/2025 09:00:00,BZN|DK2,Without sequence,138.82,,
01/03/2025 09:00:00 - 01/03/2025 10:00:00,BZN|DK2,Without sequence,137.77,,
01/03/2025 10:00:00 - 01/03/2025 11:00:00,BZN|DK2,Without sequence,125.08,,
01/03/2025 11:00:00 - 01/03/2025 12:00:00,BZN|DK2,Without sequence,112.1,,
01/03/2025 12:00:00 - 01/03/2025 13:00:00,BZN|DK2,Without sequence,102.21,,
01/03/2025 13:00:00 - 01/03/2025 14:00:00,BZN|DK2,Without sequence,97.27,,
01/03/2025 14:00:00 - 01/03/2025 15:00:00,BZN|DK2,Without sequence,99.39,,
01/03/2025 15:00:00 - 01/03/2025 16:00:00,BZN|DK2,Without sequence,97.8,,
01/03/2025 16:00:00 - 01/03/2025 17:00:00,BZN|DK2,Without sequence,125.41,,
01/03/2025 17:00:00 - 01/03/2025 18:00:00,BZN|DK2,Without sequence,145,,
01/03/2025 18:00:00 - 01/03/2025 19:00:00,BZN|DK2,Without sequence,158.55,,
01/03/2025 19:00:00 - 01/03/2025 20:00:00,BZN|DK2,Without sequence,150.78,,
01/03/2025 20:00:00 - 01/03/2025 21:00:00,BZN|DK2,Without sequence,133.41,,
01/03/2025 21:00:00 - 01/03/2025 22:00:00,BZN|DK2,Without sequence,125.42,,
01/03/2025 22:00:00 - 01/03/2025 23:00:00,BZN|DK2,Without sequence,122.03,,
01/03/2025 23:00:00 - 02/03/2025 00:00:00,BZN|DK2,Without sequence,119.92,,
02/03/2025 00:00:00 - 02/03/2025 01:00:00,BZN|DK2,Without sequence,102.61,,
02/03/2025 01:00:00 - 02/03/2025 02:00:00,BZN|DK2,Without sequence,57.86,,
02/03/2025 02:00:00 - 02/03/2025 03:00:00,BZN|DK2,Without sequence,30.22,,
02/03/2025 03:00:00 - 02/03/2025 04:00:00,BZN|DK2,Without sequence,21.37,,
02/03/2025 04:00:00 - 02/03/2025 05:00:00,BZN|DK2,Without sequence,19.06,,
02/03/2025 05:00:00 - 02/03/2025 06:00:00,BZN|DK2,Without sequence,19.05,,
02/03/2025 06:00:00 - 02/03/2025 07:00:00,BZN|DK2,Without sequence,43.56,,
02/03/2025 07:00:00 - 02/03/2025 08:00:00,BZN|DK2,Without sequence,90.69,,
02/03/2025 08:00:00 - 02/03/2025 09:00:00,BZN|DK2,Without sequence,103.11,,
02/03/2025 09:00:00 - 02/03/2025 10:00:00,BZN|DK2,Without sequence,89,,
02/03/2025 10:00:00 - 02/03/2025 11:00:00,BZN|DK2,Without sequence,33.71,,
02/03/2025 11:00:00 - 02/03/2025 12:00:00,BZN|DK2,Without sequence,11.22,,
02/03/2025 12:00:00 - 02/03/2025 13:00:00,BZN|DK2,Without sequence,7.4,,
02/03/2025 13:00:00 - 02/03/2025 14:00:00,BZN|DK2,Without sequence,3.14,,
02/03/2025 14:00:00 - 02/03/2025 15:00:00,BZN|DK2,Without sequence,2.85,,
02/03/2025 15:00:00 - 02/03/2025 16:00:00,BZN|DK2,Without sequence,19,,
02/03/2025 16:00:00 - 02/03/2025 17:00:00,BZN|DK2,Without sequence,54.16,,
02/03/2025 17:00:00 - 02/03/2025 18:00:00,BZN|DK2,Without sequence,99.69,,
02/03/2025 18:00:00 - 02/03/2025 19:00:00,BZN|DK2,Without sequence,136.58,,
02/03/2025 19:00:00 - 02/03/2025 20:00:00,BZN|DK2,Without sequence,117.23,,
02/03/2025 20:00:00 - 02/03/2025 21:00:00,BZN|DK2,Without sequence,80.9,,
02/03/2025 21:00:00 - 02/03/2025 22:00:00,BZN|DK2,Without sequence,61.1,,
02/03/2025 22:00:00 - 02/03/2025 23:00:00,BZN|DK2,Without sequence,35.12,,
02/03/2025 23:00:00 - 03/03/2025 00:00:00,BZN|DK2,Without sequence,25.41,,
03/03/2025 00:00:00 - 03/03/2025 01:00:00,BZN|DK2,Without sequence,28.31,,
03/03/2025 01:00:00 - 03/03/2025 02:00:00,BZN|DK2,Without sequence,27.04,,
03/03/2025 02:00:00 - 03/03/2025 03:00:00,BZN|DK2,Without sequence,25.8,,
03/03/2025 03:00:00 - 03/03/2025 04:00:00,BZN|DK2,Without sequence,20.11,,
03/03/2025 04:00:00 - 03/03/2025 05:00:00,BZN|DK2,Without sequence,14.94,,
03/03/2025 05:00:00 - 03/03/2025 06:00:00,BZN|DK2,Without sequence,20.11,,
03/03/2025 06:00:00 - 03/03/2025 07:00:00,BZN|DK2,Without sequence,41.81,,
03/03/2025 07:00:00 - 03/03/2025 08:00:00,BZN|DK2,Without sequence,58.7,,
03/03/2025 08:00:00 - 03/03/2025 09:00:00,BZN|DK2,Without sequence,70.1,,
03/03/2025 09:00:00 - 03/03/2025 10:00:00,BZN|DK2,Without sequence,44.59,,
03/03/2025 10:00:00 - 03/03/2025 11:00:00,BZN|DK2,Without sequence,20.1,,
03/03/2025 11:00:00 - 03/03/2025 12:00:00,BZN|DK2,Without sequence,4.29,,
03/03/2025 12:00:00 - 03/03/2025 13:00:00,BZN|DK2,Without sequence,2.43,,
03/03/2025 13:00:00 - 03/03/2025 14:00:00,BZN|DK2,Without sequence,1.67,,
03/03/2025 14:00:00 - 03/03/2025 15:00:00,BZN|DK2,Without sequence,10.81,,
03/03/2025 15:00:00 - 03/03/2025 16:00:00,BZN|DK2,Without sequence,34.89,,
03/03/2025 16:00:00 - 03/03/2025 17:00:00,BZN|DK2,Without sequence,70.65,,
03/03/2025 17:00:00 - 03/03/2025 18:00:00,BZN|DK2,Without sequence,129.19,,
03/03/2025 18:00:00 - 03/03/2025 19:00:00,BZN|DK2,Without sequence,163.66,,
03/03/2025 19:00:00 - 03/03/2025 20:00:00,BZN|DK2,Without sequence,102.7,,
03/03/2025 20:00:00 - 03/03/2025 21:00:00,BZN|DK2,Without sequence,88.19,,
03/03/2025 21:00:00 - 03/03/2025 22:00:00,BZN|DK2,Without sequence,79.94,,
03/03/2025 22:00:00 - 03/03/2025 23:00:00,BZN|DK2,Without sequence,69.01,,
03/03/2025 23:00:00 - 04/03/2025 00:00:00,BZN|DK2,Without sequence,40.3,,
04/03/2025 00:00:00 - 04/03/2025 01:00:00,BZN|DK2,Without sequence,65.55,,
04/03/2025 01:00:00 - 04/03/2025 02:00:00,BZN|DK2,Without sequence,54.39,,
04/03/2025 02:00:00 - 04/03/2025 03:00:00,BZN|DK2,Without sequence,32.29,,
04/03/2025 03:00:00 - 04/03/2025 04:00:00,BZN|DK2,Without sequence,20.11,,
04/03/2025 04:00:00 - 04/03/2025 05:00:00,BZN|DK2,Without sequence,20.1,,
04/03/2025 05:00:00 - 04/03/2025 06:00:00,BZN|DK2,Without sequence,42.51,,
04/03/2025 06:00:00 - 04/03/2025 07:00:00,BZN|DK2,Without sequence,52.96,,
04/03/2025 07:00:00 - 04/03/2025 08:00:00,BZN|DK2,Without sequence,65.9,,
04/03/2025 08:00:00 - 04/03/2025 09:00:00,BZN|DK2,Without sequence,62.85,,
04/03/2025 09:00:00 - 04/03/2025 10:00:00,BZN|DK2,Without sequence,61.23,,
04/03/2025 10:00:00 - 04/03/2025 11:00:00,BZN|DK2,Without sequence,25.3,,
04/03/2025 11:00:00 - 04/03/2025 12:00:00,BZN|DK2,Without sequence,13.26,,
04/03/2025 12:00:00 - 04/03/2025 13:00:00,BZN|DK2,Without sequence,4,,
04/03/2025 13:00:00 - 04/03/2025 14:00:00,BZN|DK2,Without sequence,4.04,,
04/03/2025 14:00:00 - 04/03/2025 15:00:00,BZN|DK2,Without sequence,10.11,,
04/03/2025 15:00:00 - 04/03/2025 16:00:00,BZN|DK2,Without sequence,30.07,,
04/03/2025 16:00:00 - 04/03/2025 17:00:00,BZN|DK2,Without sequence,32.66,,
04/03/2025 17:00:00 - 04/03/2025 18:00:00,BZN|DK2,Without sequence,74.91,,
04/03/2025 18:00:00 - 04/03/2025 19:00:00,BZN|DK2,Without sequence,64.54,,
04/03/2025 19:00:00 - 04/03/2025 20:00:00,BZN|DK2,Without sequence,42.3,,
04/03/2025 20:00:00 - 04/03/2025 21:00:00,BZN|DK2,Without sequence,29.85,,
04/03/2025 21:00:00 - 04/03/2025 22:00:00,BZN|DK2,Without sequence,25.33,,
04/03/2025 22:00:00 - 04/03/2025 23:00:00,BZN|DK2,Without sequence,25.52,,
04/03/2025 23:00:00 - 05/03/2025 00:00:00,BZN|DK2,Without sequence,20.1,,
05/03/2025 00:00:00 - 05/03/2025 01:00:00,BZN|DK2,Without sequence,4,,
05/03/2025 01:00:00 - 05/03/2025 02:00:00,BZN|DK2,Without sequence,4,,
05/03/2025 02:00:00 - 05/03/2025 03:00:00,BZN|DK2,Without sequence,4,,
05/03/2025 03:00:00 - 05/03/2025 04:00:00,BZN|DK2,Without sequence,4,,
05/03/2025 04:00:00 - 05/03/2025 05:00:00,BZN|DK2,Without sequence,9.8,,
05/03/2025 05:00:00 - 05/03/2025 06:00:00,BZN|DK2,Without sequence,4,,
05/03/2025 06:00:00 - 05/03/2025 07:00:00,BZN|DK2,Without sequence,16.04,,
05/03/2025 07:00:00 - 05/03/2025 08:00:00,BZN|DK2,Without sequence,43.93,,
05/03/2025 08:00:00 - 05/03/2025 09:00:00,BZN|DK2,Without sequence,39.29,,
05/03/2025 09:00:00 - 05/03/2025 10:00:00,BZN|DK2,Without sequence,12.6,,
05/03/2025 10:00:00 - 05/03/2025 11:00:00,BZN|DK2,Without sequence,0.34,,
05/03/2025 11:00:00 - 05/03/2025 12:00:00,BZN|DK2,Without sequence,-0.67,,
05/03/2025 12:00:00 - 05/03/2025 13:00:00,BZN|DK2,Without sequence,-0.7,,
05/03/2025 13:00:00 - 05/03/2025 14:00:00,BZN|DK2,Without sequence,-0.78,,
05/03/2025 14:00:00 - 05/03/2025 15:00:00,BZN|DK2,Without sequence,0.01,,
05/03/2025 15:00:00 - 05/03/2025 16:00:00,BZN|DK2,Without sequence,3.97,,
05/03/2025 16:00:00 - 05/03/2025 17:00:00,BZN|DK2,Without sequence,13.23,,
05/03/2025 17:00:00 - 05/03/2025 18:00:00,BZN|DK2,Without sequence,60.4,,
05/03/2025 18:00:00 - 05/03/2025 19:00:00,BZN|DK2,Without sequence,60.41,,
05/03/2025 19:00:00 - 05/03/2025 20:00:00,BZN|DK2,Without sequence,43.5,,
05/03/2025 20:00:00 - 05/03/2025 21:00:00,BZN|DK2,Without sequence,34.76,,
05/03/2025 21:00:00 - 05/03/2025 22:00:00,BZN|DK2,Without sequence,33.55,,
05/03/2025 22:00:00 - 05/03/2025 23:00:00,BZN|DK2,Without sequence,31.31,,
05/03/2025 23:00:00 - 06/03/2025 00:00:00,BZN|DK2,Without sequence,31.16,,
06/03/2025 00:00:00 - 06/03/2025 01:00:00,BZN|DK2,Without sequence,30.3,,
06/03/2025 01:00:00 - 06/03/2025 02:00:00,BZN|DK2,Without sequence,29.53,,
06/03/2025 02:00:00 - 06/03/2025 03:00:00,BZN|DK2,Without sequence,35.47,,
06/03/2025 03:00:00 - 06/03/2025 04:00:00,BZN|DK2,Without sequence,39.26,,
06/03/2025 04:00:00 - 06/03/2025 05:00:00,BZN|DK2,Without sequence,47.4,,
06/03/2025 05:00:00 - 06/03/2025 06:00:00,BZN|DK2,Without sequence,65.97,,
06/03/2025 06:00:00 - 06/03/2025 07:00:00,BZN|DK2,Without sequence,93.16,,
06/03/2025 07:00:00 - 06/03/2025 08:00:00,BZN|DK2,Without sequence,139.44,,
06/03/2025 08:00:00 - 06/03/2025 09:00:00,BZN|DK2,Without sequence,108.51,,
06/03/2025 09:00:00 - 06/03/2025 10:00:00,BZN|DK2,Without sequence,78.7,,
06/03/2025 10:00:00 - 06/03/2025 11:00:00,BZN|DK2,Without sequence,50.47,,
06/03/2025 11:00:00 - 06/03/2025 12:00:00,BZN|DK2,Without sequence,4.02,,
06/03/2025 12:00:00 - 06/03/2025 13:00:00,BZN|DK2,Without sequence,0.08,,
06/03/2025 13:00:00 - 06/03/2025 14:00:00,BZN|DK2,Without sequence,0.02,,
06/03/2025 14:00:00 - 06/03/2025 15:00:00,BZN|DK2,Without sequence,13.16,,
06/03/2025 15:00:00 - 06/03/2025 16:00:00,BZN|DK2,Without sequence,63.61,,
06/03/2025 16:00:00 - 06/03/2025 17:00:00,BZN|DK2,Without sequence,99.2,,
06/03/2025 17:00:00 - 06/03/2025 18:00:00,BZN|DK2,Without sequence,129.7,,
06/03/2025 18:00:00 - 06/03/2025 19:00:00,BZN|DK2,Without sequence,165.36,,
06/03/2025 19:00:00 - 06/03/2025 20:00:00,BZN|DK2,Without sequence,149.11,,
06/03/2025 20:00:00 - 06/03/2025 21:00:00,BZN|DK2,Without sequence,125.64,,
06/03/2025 21:00:00 - 06/03/2025 22:00:00,BZN|DK2,Without sequence,106.63,,
06/03/2025 22:00:00 - 06/03/2025 23:00:00,BZN|DK2,Without sequence,101.47,,
06/03/2025 23:00:00 - 07/03/2025 00:00:00,BZN|DK2,Without sequence,91.11,,
07/03/2025 00:00:00 - 07/03/2025 01:00:00,BZN|DK2,Without sequence,90.27,,
07/03/2025 01:00:00 - 07/03/2025 02:00:00,BZN|DK2,Without sequence,90.27,,
07/03/2025 02:00:00 - 07/03/2025 03:00:00,BZN|DK2,Without sequence,91.38,,
07/03/2025 03:00:00 - 07/03/2025 04:00:00,BZN|DK2,Without sequence,91.69,,
07/03/2025 04:00:00 - 07/03/2025 05:00:00,BZN|DK2,Without sequence,98.13,,
07/03/2025 05:00:00 - 07/03/2025 06:00:00,BZN|DK2,Without sequence,115.16,,
07/03/2025 06:00:00 - 07/03/2025 07:00:00,BZN|DK2,Without sequence,135.67,,
07/03/2025 07:00:00 - 07/03/2025 08:00:00,BZN|DK2,Without sequence,147.7,,
07/03/2025 08:00:00 - 07/03/2025 09:00:00,BZN|DK2,Without sequence,122.23,,
07/03/2025 09:00:00 - 07/03/2025 10:00:00,BZN|DK2,Without sequence,83,,
07/03/2025 10:00:00 - 07/03/2025 11:00:00,BZN|DK2,Without sequence,65.3,,
07/03/2025 11:00:00 - 07/03/2025 12:00:00,BZN|DK2,Without sequence,31.51,,
07/03/2025 12:00:00 - 07/03/2025 13:00:00,BZN|DK2,Without sequence,13.08,,
