MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
07/02/2025 17:00:00 - 07/02/2025 18:00:00,BZN|DK2,Without sequence,126.64,,
07/02/2025 18:00:00 - 07/02/2025 19:00:00,BZN|DK2,Without sequence,133.91,,
07/02/2025 19:00:00 - 07/02/2025 20:00:00,BZN|DK2,Without sequence,114.61,,
07/02/2025 20:00:00 - 07/02/2025 21:00:00,BZN|DK2,Without sequence,96.09,,
07/02/2025 21:00:00 - 07/02/2025 22:00:00,BZN|DK2,Without sequence,83.15,,
07/02/2025 22:00:00 - 07/02/2025 23:00:00,BZN|DK2,Without sequence,74.09,,
07/02/2025 23:00:00 - 08/02/2025 00:00:00,BZN|DK2,Without sequence,61.7,,
08/02/2025 00:00:00 - 08/02/2025 01:00:00,BZN|DK2,Without sequence,67.1,,
08/02/2025 01:00:00 - 08/02/2025 02:00:00,BZN|DK2,Without sequence,63.43,,
08/02/2025 02:00:00 - 08/02/2025 03:00:00,BZN|DK2,Without sequence,53.8,,
08/02/2025 03:00:00 - 08/02/2025 04:00:00,BZN|DK2,Without sequence,48.97,,
08/02/2025 04:00:00 - 08/02/2025 05:00:00,BZN|DK2,Without sequence,48.55,,
08/02/2025 05:00:00 - 08/02/2025 06:00:00,BZN|DK2,Without sequence,48.16,,
08/02/2025 06:00:00 - 08/02/2025 07:00:00,BZN|DK2,Without sequence,48.68,,
08/02/2025 07:00:00 - 08/02/2025 08:00:00,BZN|DK2,Without sequence,69.79,,
08/02/2025 08:00:00 - 08/02/2025 09:00:00,BZN|DK2,Without sequence,95.11,,
08/02/2025 09:00:00 - 08/02/2025 10:00:00,BZN|DK2,Without sequence,82.24,,
08/02/2025 10:00:00 - 08/02/2025 11:00:00,BZN|DK2,Without sequence,72.56,,
08/02/2025 11:00:00 - 08/02/2025 12:00:00,BZN|DK2,Without sequence,64.61,,
08/02/2025 12:00:00 - 08/02/2025 13:00:00,BZN|DK2,Without sequence,64.07,,
08/02/2025 13:00:00 - 08/02/2025 14:00:00,BZN|DK2,Without sequence,72.82,,
08/02/2025 14:00:00 - 08/02/2025 15:00:00,BZN|DK2,Without sequence,81.21,,
08/02/2025 15:00:00 - 08/02/2025 16:00:00,BZN|DK2,Without sequence,103.35,,
08/02/2025 16:00:00 - 08/02/2025 17:00:00,BZN|DK2,Without sequence,117.2,,
08/02/2025 17:00:00 - 08/02/2025 18:00:00,BZN|DK2,Without sequence,135.78,,
08/02/2025 18:00:00 - 08/02/2025 19:00:00,BZN|DK2,Without sequence,160.49,,
08/02/2025 19:00:00 - 08/02/2025 20:00:00,BZN|DK2,Without sequence,156.97,,
08/02/2025 20:00:00 - 08/02/2025 21:00:00,BZN|DK2,Without sequence,145.06,,
08/02/2025 21:00:00 - 08/02/2025 22:00:00,BZN|DK2,Without sequence,149,,
08/02/2025 22:00:00 - 08/02/2025 23:00:00,BZN|DK2,Without sequence,144,,
08/02/2025 23:00:00 - 09/02/2025 00:00:00,BZN|DK2,Without sequence,136.31,,
09/02/2025 00:00:00 - 09/02/2025 01:00:00,BZN|DK2,Without sequence,135,,
09/02/2025 01:00:00 - 09/02/2025 02:00:00,BZN|DK2,Without sequence,134.51,,
09/02/2025 02:00:00 - 09/02/2025 03:00:00,BZN|DK2,Without sequence,130.18,,
09/02/2025 03:00:00 - 09/02/2025 04:00:00,BZN|DK2,Without sequence,119.3,,
09/02/2025 04:00:00 - 09/02/2025 05:00:00,BZN|DK2,Without sequence,116.79,,
09/02/2025 05:00:00 - 09/02/2025 06:00:00,BZN|DK2,Without sequence,117,,
09/02/2025 06:00:00 - 09/02/2025 07:00:00,BZN|DK2,Without sequence,117,,
09/02/2025 07:00:00 - 09/02/2025 08:00:00,BZN|DK2,Without sequence,133.43,,
09/02/2025 08:00:00 - 09/02/2025 09:00:00,BZN|DK2,Without sequence,136.77,,
09/02/2025 09:00:00 - 09/02/2025 10:00:00,BZN|DK2,Without sequence,123.98,,
09/02/2025 10:00:00 - 09/02/2025 11:00:00,BZN|DK2,Without sequence,114.8,,
09/02/2025 11:00:00 - 09/02/2025 12:00:00,BZN|DK2,Without sequence,105.66,,
09/02/2025 12:00:00 - 09/02/2025 13:00:00,BZN|DK2,Without sequence,95.56,,
09/02/2025 13:00:00 - 09/02/2025 14:00:00,BZN|DK2,Without sequence,92.26,,
09/02/2025 14:00:00 - 09/02/2025 15:00:00,BZN|DK2,Without sequence,103.04,,
09/02/2025 15:00:00 - 09/02/2025 16:00:00,BZN|DK2,Without sequence,113.23,,
09/02/2025 16:00:00 - 09/02/2025 17:00:00,BZN|DK2,Without sequence,129.88,,
09/02/2025 17:00:00 - 09/02/2025 18:00:00,BZN|DK2,Without sequence,146.25,,
09/02/2025 18:00:00 - 09/02/2025 19:00:00,BZN|DK2,Without sequence,141.72,,
09/02/2025 19:00:00 - 09/02/2025 20:00:00,BZN|DK2,Without sequence,118.73,,
09/02/2025 20:00:00 - 09/02/2025 21:00:00,BZN|DK2,Without sequence,108.18,,
09/02/2025 21:00:00 - 09/02/2025 22:00:00,BZN|DK2,Without sequence,83.7,,
09/02/2025 22:00:00 - 09/02/2025 23:00:00,BZN|DK2,Without sequence,70.85,,
09/02/2025 23:00:00 - 10/02/2025 00:00:00,BZN|DK2,Without sequence,62.41,,
10/02/2025 00:00:00 - 10/02/2025 01:00:00,BZN|DK2,Without sequence,60.72,,
10/02/2025 01:00:00 - 10/02/2025 02:00:00,BZN|DK2,Without sequence,62.75,,
10/02/2025 02:00:00 - 10/02/2025 03:00:00,BZN|DK2,Without sequence,58.02,,
10/02/2025 03:00:00 - 10/02/2025 04:00:00,BZN|DK2,Without sequence,57.47,,
10/02/2025 04:00:00 - 10/02/2025 05:00:00,BZN|DK2,Without sequence,58.31,,
10/02/2025 05:00:00 - 10/02/2025 06:00:00,BZN|DK2,Without sequence,60.65,,
10/02/2025 06:00:00 - 10/02/2025 07:00:00,BZN|DK2,Without sequence,70.73,,
10/02/2025 07:00:00 - 10/02/2025 08:00:00,BZN|DK2,Without sequence,112.35,,
10/02/2025 08:00:00 - 10/02/2025 09:00:00,BZN|DK2,Without sequence,128.26,,
10/02/2025 09:00:00 - 10/02/2025 10:00:00,BZN|DK2,Without sequence,118.66,,
10/02/2025 10:00:00 - 10/02/2025 11:00:00,BZN|DK2,Without sequence,103.5,,
10/02/2025 11:00:00 - 10/02/2025 12:00:00,BZN|DK2,Without sequence,78.84,,
10/02/2025 12:00:00 - 10/02/2025 13:00:00,BZN|DK2,Without sequence,69.29,,
10/02/2025 13:00:00 - 10/02/2025 14:00:00,BZN|DK2,Without sequence,76.12,,
10/02/2025 14:00:00 - 10/02/2025 15:00:00,BZN|DK2,Without sequence,73.15,,
10/02/2025 15:00:00 - 10/02/2025 16:00:00,BZN|DK2,Without sequence,76.27,,
10/02/2025 16:00:00 - 10/02/2025 17:00:00,BZN|DK2,Without sequence,81.1,,
10/02/2025 17:00:00 - 10/02/2025 18:00:00,BZN|DK2,Without sequence,90.08,,
10/02/2025 18:00:00 - 10/02/2025 19:00:00,BZN|DK2,Without sequence,84.17,,
10/02/2025 19:00:00 - 10/02/2025 20:00:00,BZN|DK2,Without sequence,73.07,,
10/02/2025 20:00:00 - 10/02/2025 21:00:00,BZN|DK2,Without sequence,66.18,,
10/02/2025 21:00:00 - 10/02/2025 22:00:00,BZN|DK2,Without sequence,63.87,,
10/02/2025 22:00:00 - 10/02/2025 23:00:00,BZN|DK2,Without sequence,60.57,,
10/02/2025 23:00:00 - 11/02/2025 00:00:00,BZN|DK2,Without sequence,59.53,,
11/02/2025 00:00:00 - 11/02/2025 01:00:00,BZN|DK2,Without sequence,58.84,,
11/02/2025 01:00:00 - 11/02/2025 02:00:00,BZN|DK2,Without sequence,54.19,,
11/02/2025 02:00:00 - 11/02/2025 03:00:00,BZN|DK2,Without sequence,52.26,,
11/02/2025 03:00:00 - 11/02/2025 04:00:00,BZN|DK2,Without sequence,52.18,,
11/02/2025 04:00:00 - 11/02/2025 05:00:00,BZN|DK2,Without sequence,52.28,,
11/02/2025 05:00:00 - 11/02/2025 06:00:00,BZN|DK2,Without sequence,54.9,,
11/02/2025 06:00:00 - 11/02/2025 07:00:00,BZN|DK2,Without sequence,65.14,,
11/02/2025 07:00:00 - 11/02/2025 08:00:00,BZN|DK2,Without sequence,89.64,,
11/02/2025 08:00:00 - 11/02/2025 09:00:00,BZN|DK2,Without sequence,92.77,,
11/02/2025 09:00:00 - 11/02/2025 10:00:00,BZN|DK2,Without sequence,89.68,,
11/02/2025 10:00:00 - 11/02/2025 11:00:00,BZN|DK2,Without sequence,85.3,,
11/02/2025 11:00:00 - 11/02/2025 12:00:00,BZN|DK2,Without sequence,69.9,,
11/02/2025 12:00:00 - 11/02/2025 13:00:00,BZN|DK2,Without sequence,66.62,,
11/02/2025 13:00:00 - 11/02/2025 14:00:00,BZN|DK2,Without sequence,65.41,,
11/02/2025 14:00:00 - 11/02/2025 15:00:00,BZN|DK2,Without sequence,64.5,,
11/02/2025 15:00:00 - 11/02/2025 16:00:00,BZN|DK2,Without sequence,67.06,,
11/02/2025 16:00:00 - 11/02/2025 17:00:00,BZN|DK2,Without sequence,89.55,,
11/02/2025 17:00:00 - 11/02/2025 18:00:00,BZN|DK2,Without sequence,130.19,,
11/02/2025 18:00:00 - 11/02/2025 19:00:00,BZN|DK2,Without sequence,114.3,,
11/02/2025 19:00:00 - 11/02/2025 20:00:00,BZN|DK2,Without sequence,92.1,,
11/02/2025 20:00:00 - 11/02/2025 21:00:00,BZN|DK2,Without sequence,89.61,,
11/02/2025 21:00:00 - 11/02/2025 22:00:00,BZN|DK2,Without sequence,74.3,,
11/02/2025 22:00:00 - 11/02/2025 23:00:00,BZN|DK2,Without sequence,74.11,,
11/02/2025 23:00:00 - 12/02/2025 00:00:00,BZN|DK2,Without sequence,65.89,,
12/02/2025 00:00:00 - 12/02/2025 01:00:00,BZN|DK2,Without sequence,75.31,,
12/02/2025 01:00:00 - 12/02/2025 02:00:00,BZN|DK2,Without sequence,105.2,,
12/02/2025 02:00:00 - 12/02/2025 03:00:00,BZN|DK2,Without sequence,69,,
12/02/2025 03:00:00 - 12/02/2025 04:00:00,BZN|DK2,Without sequence,68.52,,
12/02/2025 04:00:00 - 12/02/2025 05:00:00,BZN|DK2,Without sequence,68.51,,
12/02/2025 05:00:00 - 12/02/2025 06:00:00,BZN|DK2,Without sequence,70.16,,
12/02/2025 06:00:00 - 12/02/2025 07:00:00,BZN|DK2,Without sequence,102.65,,
12/02/2025 07:00:00 - 12/02/2025 08:00:00,BZN|DK2,Without sequence,159.01,,
12/02/2025 08:00:00 - 12/02/2025 09:00:00,BZN|DK2,Without sequence,178.05,,
12/02/2025 09:00:00 - 12/02/2025 10:00:00,BZN|DK2,Without sequence,169.96,,
12/02/2025 10:00:00 - 12/02/2025 11:00:00,BZN|DK2,Without sequence,143.62,,
12/02/2025 11:00:00 - 12/02/2025 12:00:00,BZN|DK2,Without sequence,125.32,,
12/02/2025 12:00:00 - 12/02/2025 13:00:00,BZN|DK2,Without sequence,123.49,,
12/02/2025 13:00:00 - 12/02/2025 14:00:00,BZN|DK2,Without sequence,112.55,,
12/02/2025 14:00:00 - 12/02/2025 15:00:00,BZN|DK2,Without sequence,125.18,,
12/02/2025 15:00:00 - 12/02/2025 16:00:00,BZN|DK2,Without sequence,133.24,,
12/02/2025 16:00:00 - 12/02/2025 17:00:00,BZN|DK2,Without sequence,168.79,,
12/02/2025 17:00:00 - 12/02/2025 18:00:00,BZN|DK2,Without sequence,183.01,,
12/02/2025 18:00:00 - 12/02/2025 19:00:00,BZN|DK2,Without sequence,195.32,,
12/02/2025 19:00:00 - 12/02/2025 20:00:00,BZN|DK2,Without sequence,191.88,,
12/02/2025 20:00:00 - 12/02/2025 21:00:00,BZN|DK2,Without sequence,172.3,,
12/02/2025 21:00:00 - 12/02/2025 22:00:00,BZN|DK2,Without sequence,154.21,,
12/02/2025 22:00:00 - 12/02/2025 23:00:00,BZN|DK2,Without sequence,148.34,,
12/02/2025 23:00:00 - 13/02/2025 00:00:00,BZN|DK2,Without sequence,129.58,,
13/02/2025 00:00:00 - 13/02/2025 01:00:00,BZN|DK2,Without sequence,140.34,,
13/02/2025 01:00:00 - 13/02/2025 02:00:00,BZN|DK2,Without sequence,137.75,,
13/02/2025 02:00:00 - 13/02/2025 03:00:00,BZN|DK2,Without sequence,140.79,,
13/02/2025 03:00:00 - 13/02/2025 04:00:00,BZN|DK2,Without sequence,136.59,,
13/02/2025 04:00:00 - 13/02/2025 05:00:00,BZN|DK2,Without sequence,127.37,,
13/02/2025 05:00:00 - 13/02/2025 06:00:00,BZN|DK2,Without sequence,129.93,,
13/02/2025 06:00:00 - 13/02/2025 07:00:00,BZN|DK2,Without sequence,153,,
13/02/2025 07:00:00 - 13/02/2025 08:00:00,BZN|DK2,Without sequence,190.33,,
13/02/2025 08:00:00 - 13/02/2025 09:00:00,BZN|DK2,Without sequence,222.38,,
13/02/2025 09:00:00 - 13/02/2025 10:00:00,BZN|DK2,Without sequence,218.06,,
13/02/2025 10:00:00 - 13/02/2025 11:00:00,BZN|DK2,Without sequence,201.91,,
13/02/2025 11:00:00 - 13/02/2025 12:00:00,BZN|DK2,Without sequence,182.57,,
13/02/2025 12:00:00 - 13/02/2025 13:00:00,BZN|DK2,Without sequence,167.83,,
13/02/2025 13:00:00 - 13/02/2025 14:00:00,BZN|DK2,Without sequence,159.54,,
13/02/2025 14:00:00 - 13/02/2025 15:00:00,BZN|DK2,Without sequence,156.67,,
13/02/2025 15:00:00 - 13/02/2025 16:00:00,BZN|DK2,Without sequence,159.97,,
13/02/2025 16:00:00 - 13/02/2025 17:00:00,BZN|DK2,Without sequence,170.63,,
13/02/2025 17:00:00 - 13/02/2025 18:00:00,BZN|DK2,Without sequence,201.86,,
13/02/2025 18:00:00 - 13/02/2025 19:00:00,BZN|DK2,Without sequence,200.19,,
13/02/2025 19:00:00 - 13/02/2025 20:00:00,BZN|DK2,Without sequence,188.28,,
13/02/2025 20:00:00 - 13/02/2025 21:00:00,BZN|DK2,Without sequence,167.63,,
13/02/2025 21:00:00 - 13/02/2025 22:00:00,BZN|DK2,Without sequence,152.77,,
13/02/2025 22:00:00 - 13/02/2025 23:00:00,BZN|DK2,Without sequence,143.01,,
13/02/2025 23:00:00 - 14/02/2025 00:00:00,BZN|DK2,Without sequence,130.55,,
14/02/2025 00:00:00 - 14/02/2025 01:00:00,BZN|DK2,Without sequence,137.57,,
14/02/2025 01:00:00 - 14/02/2025 02:00:00,BZN|DK2,Without sequence,132.8,,
14/02/2025 02:00:00 - 14/02/2025 03:00:00,BZN|DK2,Without sequence,128.5,,
14/02/2025 03:00:00 - 14/02/2025 04:00:00,BZN|DK2,Without sequence,127.65,,
14/02/2025 04:00:00 - 14/02/2025 05:00:00,BZN|DK2,Without sequence,127.27,,
14/02/2025 05:00:00 - 14/02/2025 06:00:00,BZN|DK2,Without sequence,139.62,,
14/02/2025 06:00:00 - 14/02/2025 07:00:00,BZN|DK2,Without sequence,160.9,,
14/02/2025 07:00:00 - 14/02/2025 08:00:00,BZN|DK2,Without sequence,229.09,,
14/02/2025 08:00:00 - 14/02/2025 09:00:00,BZN|DK2,Without sequence,265.65,,
14/02/2025 09:00:00 - 14/02/2025 10:00:00,BZN|DK2,Without sequence,215.11,,
14/02/2025 10:00:00 - 14/02/2025 11:00:00,BZN|DK2,Without sequence,181.03,,
14/02/2025 11:00:00 - 14/02/2025 12:00:00,BZN|DK2,Without sequence,163.01,,
14/02/2025 12:00:00 - 14/02/2025 13:00:00,BZN|DK2,Without sequence,149.86,,
14/02/2025 13:00:00 - 14/02/2025 14:00:00,BZN|DK2,Without sequence,148.6,,
14/02/2025 14:00:00 - 14/02/2025 15:00:00,BZN|DK2,Without sequence,155.79,,
14/02/2025 15:00:00 - 14/02/2025 16:00:00,BZN|DK2,Without sequence,175.05,,
14/02/2025 16:00:00 - 14/02/2025 17:00:00,BZN|DK2,Without sequence,200.01,,
14/02/2025 17:00:00 - 14/02/2025 18:00:00,BZN|DK2,Without sequence,298.93,,
14/02/2025 18:00:00 - 14/02/2025 19:00:00,BZN|DK2,Without sequence,293.08,,
14/02/2025 19:00:00 - 14/02/2025 20:00:00,BZN|DK2,Without sequence,225.72,,
14/02/2025 20:00:00 - 14/02/2025 21:00:00,BZN|DK2,Without sequence,183.56,,
14/02/2025 21:00:00 - 14/02/2025 22:00:00,BZN|DK2,Without sequence,163.8,,
14/02/2025 22:00:00 - 14/02/2025 23:00:00,BZN|DK2,Without sequence,153.01,,
14/02/2025 23:00:00 - 15/02/2025 00:00:00,BZN|DK2,Without sequence,140.04,,
15/02/2025 00:00:00 - 15/02/2025 01:00:00,BZN|DK2,Without sequence,135.3,,
15/02/2025 01:00:00 - 15/02/2025 02:00:00,BZN|DK2,Without sequence,130.35,,
15/02/2025 02:00:00 - 15/02/2025 03:00:00,BZN|DK2,Without sequence,120.01,,
15/02/2025 03:00:00 - 15/02/2025 04:00:00,BZN|DK2,Without sequence,118.26,,
15/02/2025 04:00:00 - 15/02/2025 05:00:00,BZN|DK2,Without sequence,118.46,,
15/02/2025 05:00:00 - 15/02/2025 06:00:00,BZN|DK2,Without sequence,120.31,,
15/02/2025 06:00:00 - 15/02/2025 07:00:00,BZN|DK2,Without sequence,133.76,,
15/02/2025 07:00:00 - 15/02/2025 08:00:00,BZN|DK2,Without sequence,148.6,,
15/02/2025 08:00:00 - 15/02/2025 09:00:00,BZN|DK2,Without sequence,150.68,,
15/02/2025 09:00:00 - 15/02/2025 10:00:00,BZN|DK2,Without sequence,137.02,,
15/02/2025 10:00:00 - 15/02/2025 11:00:00,BZN|DK2,Without sequence,124.6,,
15/02/2025 11:00:00 - 15/02/2025 12:00:00,BZN|DK2,Without sequence,118.37,,
15/02/2025 12:00:00 - 15/02/2025 13:00:00,BZN|DK2,Without sequence,112.4,,
15/02/2025 13:00:00 - 15/02/2025 14:00:00,BZN|DK2,Without sequence,110.02,,
15/02/2025 14:00:00 - 15/02/2025 15:00:00,BZN|DK2,Without sequence,116.16,,
15/02/2025 15:00:00 - 15/02/2025 16:00:00,BZN|DK2,Without sequence,128.84,,
15/02/2025 16:00:00 - 15/02/2025 17:00:00,BZN|DK2,Without sequence,140.02,,
15/02/2025 17:00:00 - 15/02/2025 18:00:00,BZN|DK2,Without sequence,164.57,,
15/02/2025 18:00:00 - 15/02/2025 19:00:00,BZN|DK2,Without sequence,174.71,,
15/02/2025 19:00:00 - 15/02/2025 20:00:00,BZN|DK2,Without sequence,163.92,,
15/02/2025 20:00:00 - 15/02/2025 21:00:00,BZN|DK2,Without sequence,147.29,,
15/02/2025 21:00:00 - 15/02/2025 22:00:00,BZN|DK2,Without sequence,128.06,,
15/02/2025 22:00:00 - 15/02/2025 23:00:00,BZN|DK2,Without sequence,113.31,,
15/02/2025 23:00:00 - 16/02/2025 00:00:00,BZN|DK2,Without sequence,108.29,,
16/02/2025 00:00:00 - 16/02/2025 01:00:00,BZN|DK2,Without sequence,134.12,,
16/02/2025 01:00:00 - 16/02/2025 02:00:00,BZN|DK2,Without sequence,128.9,,
16/02/2025 02:00:00 - 16/02/2025 03:00:00,BZN|DK2,Without sequence,123.58,,
16/02/2025 03:00:00 - 16/02/2025 04:00:00,BZN|DK2,Without sequence,119.9,,
16/02/2025 04:00:00 - 16/02/2025 05:00:00,BZN|DK2,Without sequence,119.57,,
16/02/2025 05:00:00 - 16/02/2025 06:00:00,BZN|DK2,Without sequence,120.18,,
16/02/2025 06:00:00 - 16/02/2025 07:00:00,BZN|DK2,Without sequence,119.93,,
16/02/2025 07:00:00 - 16/02/2025 08:00:00,BZN|DK2,Without sequence,127.49,,
16/02/2025 08:00:00 - 16/02/2025 09:00:00,BZN|DK2,Without sequence,129.58,,
16/02/2025 09:00:00 - 16/02/2025 10:00:00,BZN|DK2,Without sequence,130.48,,
16/02/2025 10:00:00 - 16/02/2025 11:00:00,BZN|DK2,Without sequence,127.69,,
16/02/2025 11:00:00 - 16/02/2025 12:00:00,BZN|DK2,Without sequence,124.02,,
16/02/2025 12:00:00 - 16/02/2025 13:00:00,BZN|DK2,Without sequence,124.66,,
16/02/2025 13:00:00 - 16/02/2025 14:00:00,BZN|DK2,Without sequence,118.75,,
16/02/2025 14:00:00 - 16/02/2025 15:00:00,BZN|DK2,Without sequence,121,,
16/02/2025 15:00:00 - 16/02/2025 16:00:00,BZN|DK2,Without sequence,129.53,,
16/02/2025 16:00:00 - 16/02/2025 17:00:00,BZN|DK2,Without sequence,137.68,,
16/02/2025 17:00:00 - 16/02/2025 18:00:00,BZN|DK2,Without sequence,153.97,,
16/02/2025 18:00:00 - 16/02/2025 19:00:00,BZN|DK2,Without sequence,169.96,,
16/02/2025 19:00:00 - 16/02/2025 20:00:00,BZN|DK2,Without sequence,160.26,,
16/02/2025 20:00:00 - 16/02/2025 21:00:00,BZN|DK2,Without sequence,153.7,,
16/02/2025 21:00:00 - 16/02/2025 22:00:00,BZN|DK2,Without sequence,139.32,,
16/02/2025 22:00:00 - 16/02/2025 23:00:00,BZN|DK2,Without sequence,137.6,,
16/02/2025 23:00:00 - 17/02/2025 00:00:00,BZN|DK2,Without sequence,131.49,,
17/02/2025 00:00:00 - 17/02/2025 01:00:00,BZN|DK2,Without sequence,128.05,,
17/02/2025 01:00:00 - 17/02/2025 02:00:00,BZN|DK2,Without sequence,121.05,,
17/02/2025 02:00:00 - 17/02/2025 03:00:00,BZN|DK2,Without sequence,120.32,,
17/02/2025 03:00:00 - 17/02/2025 04:00:00,BZN|DK2,Without sequence,125.5,,
17/02/2025 04:00:00 - 17/02/2025 05:00:00,BZN|DK2,Without sequence,128.93,,
17/02/2025 05:00:00 - 17/02/2025 06:00:00,BZN|DK2,Without sequence,131.55,,
17/02/2025 06:00:00 - 17/02/2025 07:00:00,BZN|DK2,Without sequence,152.14,,
17/02/2025 07:00:00 - 17/02/2025 08:00:00,BZN|DK2,Without sequence,204.75,,
17/02/2025 08:00:00 - 17/02/2025 09:00:00,BZN|DK2,Without sequence,212.4,,
17/02/2025 09:00:00 - 17/02/2025 10:00:00,BZN|DK2,Without sequence,171.3,,
17/02/2025 10:00:00 - 17/02/2025 11:00:00,BZN|DK2,Without sequence,139.67,,
17/02/2025 11:00:00 - 17/02/2025 12:00:00,BZN|DK2,Without sequence,117.19,,
17/02/2025 12:00:00 - 17/02/2025 13:00:00,BZN|DK2,Without sequence,109.47,,
17/02/2025 13:00:00 - 17/02/2025 14:00:00,BZN|DK2,Without sequence,106.78,,
17/02/2025 14:00:00 - 17/02/2025 15:00:00,BZN|DK2,Without sequence,111.89,,
17/02/2025 15:00:00 - 17/02/2025 16:00:00,BZN|DK2,Without sequence,132.3,,
17/02/2025 16:00:00 - 17/02/2025 17:00:00,BZN|DK2,Without sequence,159.61,,
17/02/2025 17:00:00 - 17/02/2025 18:00:00,BZN|DK2,Without sequence,222.42,,
17/02/2025 18:00:00 - 17/02/2025 19:00:00,BZN|DK2,Without sequence,271.11,,
17/02/2025 19:00:00 - 17/02/2025 20:00:00,BZN|DK2,Without sequence,215.4,,
17/02/2025 20:00:00 - 17/02/2025 21:00:00,BZN|DK2,Without sequence,177.88,,
17/02/2025 21:00:00 - 17/02/2025 22:00:00,BZN|DK2,Without sequence,155.2,,
17/02/2025 22:00:00 - 17/02/2025 23:00:00,BZN|DK2,Without sequence,139.4,,
17/02/2025 23:00:00 - 18/02/2025 00:00:00,BZN|DK2,Without sequence,129.56,,
18/02/2025 00:00:00 - 18/02/2025 01:00:00,BZN|DK2,Without sequence,132.96,,
18/02/2025 01:00:00 - 18/02/2025 02:00:00,BZN|DK2,Without sequence,125,,
18/02/2025 02:00:00 - 18/02/2025 03:00:00,BZN|DK2,Without sequence,123.57,,
18/02/2025 03:00:00 - 18/02/2025 04:00:00,BZN|DK2,Without sequence,117.11,,
18/02/2025 04:00:00 - 18/02/2025 05:00:00,BZN|DK2,Without sequence,115.67,,
18/02/2025 05:00:00 - 18/02/2025 06:00:00,BZN|DK2,Without sequence,121.52,,
18/02/2025 06:00:00 - 18/02/2025 07:00:00,BZN|DK2,Without sequence,140.4,,
18/02/2025 07:00:00 - 18/02/2025 08:00:00,BZN|DK2,Without sequence,193.99,,
18/02/2025 08:00:00 - 18/02/2025 09:00:00,BZN|DK2,Without sequence,194.85,,
18/02/2025 09:00:00 - 18/02/2025 10:00:00,BZN|DK2,Without sequence,142.49,,
18/02/2025 10:00:00 - 18/02/2025 11:00:00,BZN|DK2,Without sequence,124.24,,
18/02/2025 11:00:00 - 18/02/2025 12:00:00,BZN|DK2,Without sequence,109.71,,
18/02/2025 12:00:00 - 18/02/2025 13:00:00,BZN|DK2,Without sequence,96.41,,
18/02/2025 13:00:00 - 18/02/2025 14:00:00,BZN|DK2,Without sequence,88.53,,
18/02/2025 14:00:00 - 18/02/2025 15:00:00,BZN|DK2,Without sequence,98.35,,
18/02/2025 15:00:00 - 18/02/2025 16:00:00,BZN|DK2,Without sequence,110,,
18/02/2025 16:00:00 - 18/02/2025 17:00:00,BZN|DK2,Without sequence,128.16,,
18/02/2025 17:00:00 - 18/02/2025 18:00:00,BZN|DK2,Without sequence,177.61,,
18/02/2025 18:00:00 - 18/02/2025 19:00:00,BZN|DK2,Without sequence,174.33,,
18/02/2025 19:00:00 - 18/02/2025 20:00:00,BZN|DK2,Without sequence,155.91,,
18/02/2025 20:00:00 - 18/02/2025 21:00:00,BZN|DK2,Without sequence,142.42,,
18/02/2025 21:00:00 - 18/02/2025 22:00:00,BZN|DK2,Without sequence,129.42,,
18/02/2025 22:00:00 - 18/02/2025 23:00:00,BZN|DK2,Without sequence,121.9,,
18/02/2025 23:00:00 - 19/02/2025 00:00:00,BZN|DK2,Without sequence,114.45,,
19/02/2025 00:00:00 - 19/02/2025 01:00:00,BZN|DK2,Without sequence,104.54,,
19/02/2025 01:00:00 - 19/02/2025 02:00:00,BZN|DK2,Without sequence,99.29,,
19/02/2025 02:00:00 - 19/02/2025 03:00:00,BZN|DK2,Without sequence,99.6,,
19/02/2025 03:00:00 - 19/02/2025 04:00:00,BZN|DK2,Without sequence,97.3,,
19/02/2025 04:00:00 - 19/02/2025 05:00:00,BZN|DK2,Without sequence,94.5,,
19/02/2025 05:00:00 - 19/02/2025 06:00:00,BZN|DK2,Without sequence,97.49,,
19/02/2025 06:00:00 - 19/02/2025 07:00:00,BZN|DK2,Without sequence,113.73,,
19/02/2025 07:00:00 - 19/02/2025 08:00:00,BZN|DK2,Without sequence,154.23,,
19/02/2025 08:00:00 - 19/02/2025 09:00:00,BZN|DK2,Without sequence,171.66,,
19/02/2025 09:00:00 - 19/02/2025 10:00:00,BZN|DK2,Without sequence,128.76,,
19/02/2025 10:00:00 - 19/02/2025 11:00:00,BZN|DK2,Without sequence,107.9,,
19/02/2025 11:00:00 - 19/02/2025 12:00:00,BZN|DK2,Without sequence,89.29,,
19/02/2025 12:00:00 - 19/02/2025 13:00:00,BZN|DK2,Without sequence,81.54,,
19/02/2025 13:00:00 - 19/02/2025 14:00:00,BZN|DK2,Without sequence,82.76,,
19/02/2025 14:00:00 - 19/02/2025 15:00:00,BZN|DK2,Without sequence,85.2,,
19/02/2025 15:00:00 - 19/02/2025 16:00:00,BZN|DK2,Without sequence,89.02,,
19/02/2025 16:00:00 - 19/02/2025 17:00:00,BZN|DK2,Without sequence,111.66,,
19/02/2025 17:00:00 - 19/02/2025 18:00:00,BZN|DK2,Without sequence,131.29,,
19/02/2025 18:00:00 - 19/02/2025 19:00:00,BZN|DK2,Without sequence,145.74,,
